Image,Category,Mean,Std,Edge_Density,Edge_Strength,Texture_Variance,Noise,Prediction
842 (7).jpg,ai,81.51,63.70,0.2656,209.88,8262.01,25.12,MAYBE_AI
842 (8).jpg,ai,131.89,76.09,0.2236,201.62,6343.70,22.95,REAL
842 (9).jpg,ai,133.18,64.98,0.2041,174.33,2569.83,17.23,REAL
842.jpg,ai,95.52,51.87,0.2988,176.73,4589.11,19.45,REAL
843 (10).jpg,ai,122.82,61.27,0.2568,142.87,2908.33,15.38,REAL
843 (2).jpg,ai,109.54,49.85,0.2910,146.96,2801.22,15.04,REAL
843 (3).jpg,ai,161.13,50.30,0.2031,175.76,7909.66,23.75,REAL
843 (4).jpg,ai,101.13,60.25,0.3096,177.07,4755.51,19.38,MAYBE_AI
843 (5).jpg,ai,97.56,42.26,0.2520,115.33,3259.30,15.19,REAL
843 (6).jpg,ai,101.26,67.59,0.2979,227.21,6351.80,23.03,REAL
843 (7).jpg,ai,120.89,46.79,0.1797,117.12,3991.38,15.94,REAL
843 (8).jpg,ai,106.16,61.45,0.2793,184.95,4434.77,18.83,REAL
843 (9).jpg,ai,134.68,61.47,0.1260,71.74,395.25,5.97,REAL
843.jpg,ai,135.27,38.73,0.1221,103.10,2394.78,14.23,REAL
844 (10).jpg,ai,125.26,65.85,0.2451,148.89,2699.20,15.36,REAL
844 (2).jpg,ai,89.08,59.55,0.2705,190.92,4109.83,18.36,REAL
844 (3).jpg,ai,128.51,29.18,0.0859,61.02,848.53,8.13,REAL
844 (4).jpg,ai,105.86,65.59,0.2070,129.06,2677.65,14.88,REAL
844 (5).jpg,ai,104.06,37.72,0.2061,89.62,2336.74,11.96,REAL
844 (6).jpg,ai,112.47,63.33,0.2129,132.79,2333.43,13.22,REAL
844 (7).jpg,ai,126.38,33.81,0.2432,115.21,3355.43,15.54,REAL
844 (8).jpg,ai,137.72,63.37,0.1914,174.86,6161.95,21.86,REAL
844 (9).jpg,ai,86.43,45.82,0.2090,83.69,991.01,9.18,REAL
844.jpg,ai,98.05,45.95,0.0801,86.24,1120.40,9.34,REAL
845 (10).jpg,ai,121.48,59.51,0.2666,171.25,5001.46,19.58,REAL
845 (2).jpg,ai,110.45,58.35,0.2090,155.74,2555.48,14.82,REAL
845 (3).jpg,ai,142.05,28.98,0.0732,72.70,1896.84,11.47,REAL
845 (4).jpg,ai,109.85,68.99,0.2939,214.78,7523.38,23.26,REAL
845 (5).jpg,ai,112.35,45.34,0.2695,118.02,1778.02,11.87,REAL
845 (6).jpg,ai,117.44,51.49,0.3252,166.67,4040.02,18.19,MAYBE_AI
845 (7).jpg,ai,87.83,55.38,0.2373,162.18,6081.99,20.88,REAL
845 (8).jpg,ai,114.04,86.46,0.2412,170.56,6145.91,20.54,REAL
845 (9).jpg,ai,129.77,40.48,0.1533,84.27,1761.52,12.73,REAL
845.jpg,ai,133.84,34.26,0.1094,95.00,3212.55,15.05,REAL
846 (10).jpg,ai,133.53,59.62,0.3379,189.79,5955.47,21.28,MAYBE_AI
846 (2).jpg,ai,134.14,79.31,0.2275,193.67,6639.11,24.51,REAL
846 (3).jpg,ai,106.15,60.73,0.2129,133.38,2114.00,13.17,REAL
846 (4).jpg,ai,105.16,50.08,0.1260,123.39,4139.92,17.80,REAL
846 (5).jpg,ai,90.49,53.09,0.1455,82.86,1831.95,10.88,REAL
846 (6).jpg,ai,136.03,46.57,0.1914,129.13,2631.64,14.54,REAL
846 (7).jpg,ai,67.68,55.74,0.2500,164.53,4753.28,19.08,REAL
846 (8).jpg,ai,97.57,56.04,0.2188,146.73,3063.75,15.40,REAL
846 (9).jpg,ai,128.62,53.57,0.1914,139.97,3980.76,17.62,REAL
846.jpg,ai,139.59,52.30,0.1816,134.76,3191.54,16.75,REAL
847 (10).jpg,ai,102.93,64.64,0.2314,163.66,4117.76,19.27,REAL
847 (2).jpg,ai,121.14,65.18,0.3350,209.11,5521.14,21.55,MAYBE_AI
847 (3).jpg,ai,107.48,26.54,0.0781,64.84,1524.12,10.67,REAL
847 (4).jpg,ai,121.26,53.70,0.2012,134.13,2886.13,14.80,REAL
847 (5).jpg,ai,123.15,48.22,0.2188,119.73,2815.74,13.76,REAL
847 (6).jpg,ai,131.09,38.13,0.1543,104.56,2717.71,14.32,REAL
847 (7).jpg,ai,134.84,41.01,0.2383,127.24,3448.99,15.23,REAL
847 (8).jpg,ai,133.31,69.84,0.2031,166.12,3527.94,17.33,REAL
847 (9).jpg,ai,118.43,69.47,0.1689,104.43,954.06,9.92,REAL
847.jpg,ai,115.18,49.53,0.1709,156.34,6273.08,20.94,REAL
848 (10).jpg,ai,92.38,65.89,0.1689,102.49,1564.56,11.78,REAL
848 (2).jpg,ai,91.98,64.12,0.3086,236.71,9418.75,26.97,AI
848 (3).jpg,ai,127.00,31.54,0.1768,82.71,662.27,7.94,REAL
848 (4).jpg,ai,121.46,70.86,0.3174,259.33,8629.16,26.13,AI
848 (5).jpg,ai,93.09,33.38,0.2598,99.16,2275.88,12.77,REAL
848 (6).jpg,ai,104.71,60.68,0.3076,171.27,4153.94,18.13,MAYBE_AI
848 (7).jpg,ai,107.84,57.29,0.3828,238.03,9062.75,25.70,AI
848 (8).jpg,ai,114.82,64.57,0.3291,195.44,8841.63,24.95,MAYBE_AI
848 (9).jpg,ai,96.22,56.58,0.1279,126.38,1340.07,11.43,REAL
848.jpg,ai,140.64,26.10,0.0664,59.76,1746.56,11.82,REAL
849 (10).jpg,ai,96.95,58.37,0.2256,166.71,4078.51,18.82,REAL
849 (2).jpg,ai,73.85,54.03,0.1895,133.36,2570.21,15.57,REAL
849 (3).jpg,ai,151.70,26.96,0.0684,55.87,1886.80,11.41,REAL
849 (4).jpg,ai,118.15,65.69,0.1572,140.62,3464.29,15.92,REAL
849 (5).jpg,ai,118.20,42.94,0.3193,129.38,2974.18,14.45,MAYBE_AI
849 (6).jpg,ai,107.79,63.10,0.2422,126.36,1693.10,12.09,REAL
849 (7).jpg,ai,134.84,63.70,0.2539,220.13,11073.18,27.87,MAYBE_AI
849 (8).jpg,ai,123.77,65.96,0.2607,223.51,6876.71,24.03,REAL
849 (9).jpg,ai,111.12,46.36,0.1133,50.40,335.00,5.64,REAL
849.jpg,ai,121.56,38.45,0.1357,74.24,1837.60,12.41,REAL
85 (10).jpg,ai,131.93,68.10,0.2637,175.97,4540.21,19.35,REAL
85 (2).jpg,ai,79.20,40.70,0.2959,157.54,3325.14,16.49,REAL
85 (3).jpg,ai,96.26,21.09,0.1191,67.47,1126.17,9.23,REAL
85 (4).jpg,ai,93.71,42.57,0.3496,151.82,4689.23,18.23,MAYBE_AI
85 (5).jpg,ai,107.50,32.97,0.2676,88.37,1646.81,10.99,REAL
85 (6).jpg,ai,118.09,59.83,0.2070,178.32,4250.38,19.43,REAL
85 (7).jpg,ai,117.51,35.10,0.1768,111.25,3701.29,15.85,REAL
85 (8).jpg,ai,94.21,83.12,0.1914,188.16,6921.99,22.70,REAL
85 (9).jpg,ai,153.54,77.71,0.1396,127.46,2516.27,14.31,REAL
85.jpg,ai,96.82,78.02,0.1230,115.81,2897.61,16.16,REAL
850 (10).jpg,ai,89.96,51.88,0.3193,198.26,7013.56,23.14,MAYBE_AI
850 (2).jpg,ai,99.42,52.91,0.2412,171.69,4911.99,20.37,REAL
850 (3).jpg,ai,80.37,16.08,0.0566,40.87,1015.57,8.73,REAL
850 (4).jpg,ai,113.05,72.60,0.2734,226.68,6084.29,23.14,REAL
850 (5).jpg,ai,116.53,40.55,0.2979,156.31,6994.67,20.56,REAL
850 (6).jpg,ai,123.11,51.15,0.2725,147.63,3256.88,16.20,REAL
850 (7).jpg,ai,91.93,41.66,0.2422,120.45,3855.28,15.59,REAL
850 (8).jpg,ai,97.78,70.25,0.2871,189.95,4459.60,19.17,REAL
850 (9).jpg,ai,138.94,50.46,0.1670,148.01,2996.12,17.87,REAL
850.jpg,ai,121.62,29.84,0.0801,77.35,2246.33,12.74,REAL
851 (10).jpg,ai,125.23,50.81,0.3037,208.72,6315.73,24.16,MAYBE_AI
851 (2).jpg,ai,102.56,67.23,0.2227,141.31,3120.08,16.10,REAL
851 (3).jpg,ai,122.50,31.66,0.1836,90.30,1293.83,10.66,REAL
851 (4).jpg,ai,102.30,63.39,0.2529,170.94,4450.96,17.31,REAL
851 (5).jpg,ai,115.88,36.37,0.1455,87.71,1330.10,9.94,REAL
851 (6).jpg,ai,148.13,50.66,0.2100,147.78,3183.73,16.34,REAL
851 (7).jpg,ai,91.99,43.27,0.1670,111.15,1999.85,12.47,REAL
851 (8).jpg,ai,69.61,36.42,0.2861,118.81,2130.58,13.45,REAL
851 (9).jpg,ai,129.94,66.85,0.1992,159.99,3300.65,18.65,REAL
851.jpg,ai,120.23,16.16,0.0566,39.25,1725.32,10.09,REAL
852 (10).jpg,ai,104.92,66.20,0.2998,200.64,5658.90,21.08,REAL
852 (2).jpg,ai,91.57,65.95,0.3252,217.38,5339.51,21.15,MAYBE_AI
852 (3).jpg,ai,111.49,41.23,0.3330,147.00,2631.55,13.88,MAYBE_AI
852 (4).jpg,ai,121.85,69.52,0.2812,207.49,4188.43,18.51,REAL
852 (5).jpg,ai,112.63,37.96,0.3115,146.29,4927.57,18.58,MAYBE_AI
852 (6).jpg,ai,121.96,77.38,0.2393,230.24,6513.59,23.66,REAL
852 (7).jpg,ai,125.46,29.86,0.1836,90.96,2191.41,12.95,REAL
852 (8).jpg,ai,104.13,58.41,0.2959,143.40,2698.37,15.26,REAL
852 (9).jpg,ai,80.68,51.66,0.1885,153.97,1786.37,13.99,REAL
852.jpg,ai,95.62,22.53,0.1885,78.50,1902.13,12.60,REAL
853 (10).jpg,ai,109.12,65.49,0.2402,156.50,3385.91,16.68,REAL
853 (2).jpg,ai,89.81,63.52,0.2432,181.21,3532.08,18.34,REAL
853 (3).jpg,ai,141.91,39.23,0.1260,82.10,1608.28,10.96,REAL
853 (4).jpg,ai,105.97,65.22,0.3027,194.07,4290.13,18.44,MAYBE_AI
853 (5).jpg,ai,122.93,64.89,0.3721,253.15,9746.57,26.90,AI
853 (6).jpg,ai,132.64,59.86,0.3027,160.24,3536.12,16.20,MAYBE_AI
853 (7).jpg,ai,76.92,41.06,0.2803,137.55,4779.98,18.00,REAL
853 (8).jpg,ai,115.87,51.19,0.2510,188.81,5516.98,21.41,REAL
853 (9).jpg,ai,107.86,54.75,0.2627,154.65,2413.02,15.89,REAL
853.jpg,ai,134.85,20.65,0.0684,52.37,1796.11,11.63,REAL
854 (10).jpg,ai,130.67,55.90,0.2236,140.79,2501.88,14.28,REAL
854 (2).jpg,ai,92.99,59.41,0.3164,210.28,8078.54,23.87,MAYBE_AI
854 (3).jpg,ai,117.88,37.70,0.2129,117.60,2600.46,13.48,REAL
854 (4).jpg,ai,89.42,45.20,0.1768,112.12,2397.35,12.83,REAL
854 (5).jpg,ai,104.52,39.07,0.1562,70.42,861.93,8.00,REAL
854 (6).jpg,ai,68.21,47.89,0.2031,146.52,3033.05,16.34,REAL
854 (7).jpg,ai,80.28,57.91,0.2314,200.74,9094.41,24.40,REAL
854 (8).jpg,ai,98.68,68.99,0.2539,176.87,3664.13,17.07,REAL
854 (9).jpg,ai,98.49,52.87,0.1426,101.20,928.95,9.59,REAL
854.jpg,ai,125.77,62.75,0.2910,132.75,1596.26,12.04,REAL
855 (10).jpg,ai,122.89,68.21,0.2510,200.87,5669.30,20.83,REAL
855 (2).jpg,ai,129.83,77.08,0.2695,208.23,5829.16,21.47,REAL
855 (3).jpg,ai,130.95,34.68,0.0898,63.04,1116.81,9.53,REAL
855 (4).jpg,ai,88.93,74.89,0.1562,168.89,5482.99,20.94,REAL
855 (5).jpg,ai,111.83,36.66,0.3184,93.06,1441.51,10.50,REAL
855 (6).jpg,ai,92.64,55.22,0.1670,164.63,5448.96,20.03,REAL
855 (7).jpg,ai,87.64,50.76,0.1748,139.71,5456.70,19.10,REAL
855 (8).jpg,ai,128.13,76.49,0.3506,276.49,11728.69,31.09,AI
855 (9).jpg,ai,130.37,59.37,0.2158,158.15,4591.32,17.96,REAL
855.jpg,ai,118.46,54.93,0.3105,203.91,4765.08,18.75,MAYBE_AI
856 (10).jpg,ai,97.73,58.57,0.3271,198.05,5750.77,21.00,MAYBE_AI
856 (2).jpg,ai,114.86,63.13,0.2617,189.10,4052.44,18.41,REAL
856 (3).jpg,ai,153.98,57.73,0.1250,105.19,2492.38,13.13,REAL
856 (4).jpg,ai,130.84,54.20,0.2881,194.80,4851.60,19.82,REAL
856 (5).jpg,ai,92.44,30.33,0.1680,79.52,1572.77,10.69,REAL
856 (6).jpg,ai,124.48,62.88,0.3223,236.42,5825.09,21.60,MAYBE_AI
856 (7).jpg,ai,88.88,46.24,0.3311,182.37,5212.14,20.37,MAYBE_AI
856 (8).jpg,ai,67.38,23.92,0.2139,65.84,714.20,7.71,REAL
856 (9).jpg,ai,90.58,43.87,0.3027,141.66,1983.79,13.29,REAL
856.jpg,ai,151.20,24.32,0.2109,83.19,1810.21,11.65,REAL
857 (10).jpg,ai,109.02,58.22,0.2666,120.12,1708.36,12.44,REAL
857 (2).jpg,ai,85.79,65.94,0.2471,215.04,6234.05,23.12,REAL
857 (3).jpg,ai,162.27,33.12,0.1318,92.42,4037.26,15.46,REAL
857 (4).jpg,ai,83.46,42.24,0.1953,133.43,4550.32,17.86,REAL
857 (5).jpg,ai,109.75,34.87,0.2598,101.87,2597.77,12.67,REAL
857 (6).jpg,ai,110.63,56.25,0.2764,180.88,6476.30,21.30,REAL
857 (7).jpg,ai,98.39,44.73,0.2471,158.38,5507.98,20.18,REAL
857 (8).jpg,ai,78.44,50.04,0.2891,131.08,1350.30,11.30,REAL
857 (9).jpg,ai,115.32,60.79,0.2031,171.97,2651.43,16.53,REAL
857.jpg,ai,127.50,58.39,0.2432,176.94,5085.97,20.35,REAL
858 (10).jpg,ai,99.15,41.84,0.3535,152.11,5320.54,20.54,MAYBE_AI
858 (2).jpg,ai,106.27,65.17,0.2920,204.81,5226.18,20.02,REAL
858 (3).jpg,ai,135.94,14.52,0.0225,30.59,206.79,4.06,REAL
858 (4).jpg,ai,114.89,66.13,0.2119,182.57,5385.08,21.75,REAL
858 (5).jpg,ai,84.05,40.15,0.3125,131.55,2770.94,14.62,MAYBE_AI
858 (6).jpg,ai,98.03,70.60,0.2979,205.28,6505.08,21.64,REAL
858 (7).jpg,ai,89.23,56.18,0.2939,220.82,6476.33,22.80,REAL
858 (8).jpg,ai,114.32,73.18,0.2852,194.03,4778.19,19.62,REAL
858 (9).jpg,ai,134.72,84.28,0.2041,100.33,3935.74,17.87,REAL
858.jpg,ai,150.00,32.05,0.1240,79.43,1284.79,10.79,REAL
859 (10).jpg,ai,138.06,59.05,0.2812,154.58,2925.90,16.34,REAL
859 (2).jpg,ai,85.86,65.70,0.3213,198.70,5290.74,20.47,MAYBE_AI
859 (3).jpg,ai,115.44,31.39,0.1621,87.20,846.99,8.09,REAL
859 (4).jpg,ai,105.39,62.53,0.2725,172.61,3715.17,17.42,REAL
859 (5).jpg,ai,96.63,44.53,0.1543,89.09,1392.02,10.25,REAL
859 (6).jpg,ai,127.71,67.31,0.2520,188.80,4219.76,17.89,REAL
859 (7).jpg,ai,99.61,47.23,0.2490,176.71,7432.96,23.09,REAL
859 (8).jpg,ai,139.43,73.02,0.2539,166.39,4232.81,17.99,REAL
859 (9).jpg,ai,106.31,51.13,0.2295,124.87,1213.35,10.84,REAL
859.jpg,ai,168.83,53.86,0.1611,155.64,6432.14,22.44,REAL
86 (10).jpg,ai,97.12,52.20,0.3418,192.95,4636.78,19.68,MAYBE_AI
86 (2).jpg,ai,109.56,45.13,0.2139,108.37,1117.07,10.13,REAL
86 (3).jpg,ai,86.43,30.06,0.1621,100.93,2131.28,12.91,REAL
86 (4).jpg,ai,87.58,39.53,0.2646,130.30,4218.07,17.10,REAL
86 (5).jpg,ai,109.67,35.41,0.2432,84.71,1744.66,10.31,REAL
86 (6).jpg,ai,99.85,47.29,0.1162,97.36,1937.90,12.85,REAL
86 (7).jpg,ai,114.67,37.60,0.2402,147.50,4691.18,18.71,REAL
86 (8).jpg,ai,79.94,34.13,0.2900,123.37,1772.44,12.14,REAL
86 (9).jpg,ai,130.43,74.61,0.1719,102.17,1896.17,13.02,REAL
86.jpg,ai,155.56,36.36,0.2881,130.19,2665.30,15.03,REAL
860 (10).jpg,ai,139.00,72.51,0.2959,247.62,8414.11,26.83,MAYBE_AI
860 (2).jpg,ai,102.68,56.14,0.2969,168.33,3216.65,15.94,REAL
860 (3).jpg,ai,143.62,12.46,0.0508,39.94,490.13,6.20,REAL
860 (4).jpg,ai,97.41,64.46,0.3086,192.33,6985.69,22.09,MAYBE_AI
860 (5).jpg,ai,126.55,36.12,0.2842,124.15,2919.99,14.82,REAL
860 (6).jpg,ai,114.06,63.12,0.2080,166.43,4032.25,18.15,REAL
860 (7).jpg,ai,102.91,47.06,0.2871,163.36,5311.35,19.02,REAL
860 (8).jpg,ai,112.72,58.32,0.2783,152.13,3710.50,16.83,REAL
860 (9).jpg,ai,91.60,47.75,0.1523,117.56,2551.79,15.21,REAL
860.jpg,ai,148.98,38.15,0.1729,107.61,1875.52,13.41,REAL
861 (10).jpg,ai,82.82,60.77,0.3223,182.13,5090.12,20.44,MAYBE_AI
861 (2).jpg,ai,89.98,62.52,0.2871,163.34,4274.78,17.63,REAL
861 (3).jpg,ai,130.96,54.14,0.2139,124.12,2231.01,13.37,REAL
861 (4).jpg,ai,127.80,74.89,0.3018,254.22,7969.74,26.00,AI
861 (5).jpg,ai,106.39,38.05,0.1875,80.45,827.79,8.31,REAL
861 (6).jpg,ai,128.87,52.20,0.2480,130.82,3223.85,15.47,REAL
861 (7).jpg,ai,85.08,47.23,0.1680,131.48,4173.03,18.22,REAL
861 (8).jpg,ai,112.95,75.38,0.3018,239.25,6725.01,23.54,MAYBE_AI
861 (9).jpg,ai,152.03,54.37,0.2197,117.02,2712.69,14.83,REAL
861.jpg,ai,139.01,71.63,0.2051,253.83,8587.86,28.22,MAYBE_AI
862 (10).jpg,ai,119.10,58.59,0.2109,142.16,2314.07,14.57,REAL
862 (2).jpg,ai,84.91,45.85,0.2666,167.41,4077.47,19.03,REAL
862 (3).jpg,ai,128.00,17.01,0.1084,48.66,587.67,6.14,REAL
862 (4).jpg,ai,109.90,70.43,0.3311,206.58,5038.11,19.76,MAYBE_AI
862 (5).jpg,ai,118.32,21.61,0.1553,54.62,861.61,7.51,REAL
862 (6).jpg,ai,124.96,64.14,0.3047,228.71,4460.81,19.75,MAYBE_AI
862 (7).jpg,ai,135.14,52.71,0.2676,148.30,3956.33,17.29,REAL
862 (8).jpg,ai,95.71,63.15,0.1484,126.28,2961.28,15.55,REAL
862 (9).jpg,ai,134.93,67.39,0.1250,96.60,2347.13,14.39,REAL
862.jpg,ai,135.19,36.02,0.2148,107.69,2133.48,12.62,REAL
863 (10).jpg,ai,97.99,49.43,0.2637,146.20,2950.79,15.37,REAL
863 (2).jpg,ai,122.19,67.49,0.2188,170.27,3522.30,17.70,REAL
863 (3).jpg,ai,144.41,59.93,0.1680,139.39,4420.29,18.17,REAL
863 (4).jpg,ai,109.21,50.23,0.2578,134.07,2965.02,16.03,REAL
863 (5).jpg,ai,132.47,43.66,0.2949,173.50,7803.66,22.48,REAL
863 (6).jpg,ai,101.71,36.61,0.1504,104.94,2558.80,13.57,REAL
863 (7).jpg,ai,105.65,36.32,0.2520,90.17,1346.78,10.36,REAL
863 (8).jpg,ai,87.93,37.00,0.2344,116.00,2107.59,13.04,REAL
863 (9).jpg,ai,95.91,32.93,0.1572,85.44,1514.79,11.36,REAL
863.jpg,ai,147.73,47.47,0.1328,131.50,4254.20,18.17,REAL
864 (10).jpg,ai,117.27,51.64,0.2715,135.25,2698.58,14.48,REAL
864 (2).jpg,ai,76.98,37.29,0.3018,143.59,2934.67,15.67,MAYBE_AI
864 (3).jpg,ai,121.32,37.12,0.0938,88.70,2303.80,12.86,REAL
864 (4).jpg,ai,113.67,58.60,0.1807,133.58,2796.72,15.30,REAL
864 (5).jpg,ai,91.21,41.01,0.2754,142.43,6499.75,20.10,REAL
864 (6).jpg,ai,115.22,44.34,0.2637,142.72,3355.09,16.57,REAL
864 (7).jpg,ai,114.86,35.64,0.2168,124.64,6058.00,19.31,REAL
864 (8).jpg,ai,118.35,47.65,0.1611,120.00,2746.84,14.85,REAL
864 (9).jpg,ai,72.32,50.11,0.2998,162.07,2616.85,15.53,REAL
864.jpg,ai,145.31,53.70,0.2139,134.52,2813.08,14.69,REAL
865 (10).jpg,ai,115.12,58.67,0.2998,171.82,3474.24,17.21,REAL
865 (2).jpg,ai,102.72,58.61,0.2705,131.21,2989.41,15.51,REAL
865 (3).jpg,ai,78.68,27.57,0.1621,65.50,517.04,7.40,REAL
865 (4).jpg,ai,114.76,54.50,0.2744,200.12,5880.35,21.38,REAL
865 (5).jpg,ai,115.40,47.28,0.2793,145.10,4459.17,16.50,REAL
865 (6).jpg,ai,108.49,52.77,0.2275,148.77,3868.26,16.98,REAL
865 (7).jpg,ai,89.71,35.69,0.1943,105.56,2987.87,14.60,REAL
865 (8).jpg,ai,121.37,55.18,0.2002,138.10,3907.69,17.03,REAL
865 (9).jpg,ai,100.17,44.72,0.1260,90.84,1579.63,11.74,REAL
865.jpg,ai,148.69,36.59,0.1748,117.84,3184.00,16.05,REAL
866 (10).jpg,ai,73.00,46.97,0.2324,127.71,1628.16,12.06,REAL
866 (2).jpg,ai,91.88,59.24,0.3125,178.22,3365.82,17.30,MAYBE_AI
866 (3).jpg,ai,122.75,24.85,0.1025,73.39,1827.62,11.93,REAL
866 (4).jpg,ai,117.22,52.54,0.2354,141.25,3427.73,16.50,REAL
866 (5).jpg,ai,95.75,45.83,0.2910,114.37,2034.30,12.21,REAL
866 (6).jpg,ai,93.75,48.29,0.2754,140.87,5100.98,17.86,REAL
866 (7).jpg,ai,104.53,37.31,0.2969,125.99,2319.05,13.77,REAL
866 (8).jpg,ai,103.00,71.09,0.1797,129.85,2331.99,13.96,REAL
866 (9).jpg,ai,135.37,55.41,0.1475,119.11,3609.33,16.69,REAL
866.jpg,ai,114.19,48.53,0.0879,102.83,2601.63,14.29,REAL
867 (10).jpg,ai,122.20,64.15,0.3057,194.17,6095.13,21.96,MAYBE_AI
867 (2).jpg,ai,106.92,76.59,0.2793,222.08,6195.72,21.58,REAL
867 (3).jpg,ai,114.37,26.63,0.0977,71.66,787.12,8.17,REAL
867 (4).jpg,ai,91.94,61.52,0.3047,189.04,6452.30,20.88,MAYBE_AI
867 (5).jpg,ai,86.09,32.44,0.3096,109.62,2243.40,12.98,MAYBE_AI
867 (6).jpg,ai,113.25,70.57,0.2949,227.93,6913.94,23.03,REAL
867 (7).jpg,ai,80.58,52.36,0.2568,144.37,3379.08,16.27,REAL
867 (8).jpg,ai,113.80,82.27,0.1758,150.38,4260.56,17.54,REAL
867 (9).jpg,ai,139.81,45.19,0.1270,98.82,1836.96,12.93,REAL
867.jpg,ai,116.88,49.12,0.0996,66.49,753.34,7.87,REAL
868 (10).jpg,ai,111.82,72.31,0.2578,188.72,4142.84,19.99,REAL
868 (2).jpg,ai,95.64,51.93,0.2705,167.35,3075.19,16.46,REAL
868 (3).jpg,ai,106.71,35.08,0.1895,108.14,2969.19,13.93,REAL
868 (4).jpg,ai,133.29,64.68,0.2998,212.96,6704.25,21.96,REAL
868 (5).jpg,ai,92.23,46.05,0.2783,104.62,1948.00,11.49,REAL
868 (6).jpg,ai,107.14,65.80,0.2539,202.74,4940.24,20.05,REAL
868 (7).jpg,ai,106.03,40.62,0.2158,154.24,6260.78,20.49,REAL
868 (8).jpg,ai,99.68,67.84,0.2793,210.83,4933.84,20.94,REAL
868 (9).jpg,ai,111.01,46.16,0.1035,87.95,4649.39,19.20,REAL
868.jpg,ai,167.67,48.85,0.2275,151.55,4512.69,18.39,REAL
869 (10).jpg,ai,149.00,60.56,0.1650,156.96,4308.27,19.12,REAL
869 (2).jpg,ai,112.77,56.97,0.3115,167.68,4924.64,20.13,MAYBE_AI
869 (3).jpg,ai,143.14,19.69,0.0371,32.51,730.26,7.61,REAL
869 (4).jpg,ai,90.49,54.19,0.2383,155.31,3828.75,17.67,REAL
869 (5).jpg,ai,108.50,46.72,0.3145,138.40,3553.92,15.82,MAYBE_AI
869 (6).jpg,ai,106.03,64.37,0.2490,192.44,3938.53,18.92,REAL
869 (7).jpg,ai,85.90,56.28,0.2148,150.24,6312.62,20.62,REAL
869 (8).jpg,ai,149.38,64.01,0.1719,130.17,7075.59,23.88,REAL
869 (9).jpg,ai,148.00,48.26,0.2607,139.09,4444.37,17.74,REAL
869.jpg,ai,105.80,35.34,0.1162,78.53,1712.00,11.90,REAL
87 (10).jpg,ai,103.21,52.76,0.2412,165.41,4062.37,18.22,REAL
87 (2).jpg,ai,121.87,84.52,0.2480,180.49,3703.45,18.53,REAL
87 (3).jpg,ai,141.36,26.19,0.0479,51.25,1397.18,10.82,REAL
87 (4).jpg,ai,132.04,59.80,0.2969,210.93,5642.36,20.69,REAL
87 (5).jpg,ai,116.82,39.15,0.2881,108.01,2453.52,12.95,REAL
87 (6).jpg,ai,98.93,49.10,0.2666,112.20,2285.35,12.92,REAL
87 (7).jpg,ai,134.94,43.63,0.2910,147.99,4158.55,17.86,REAL
87 (8).jpg,ai,88.47,33.28,0.1758,97.89,2957.33,13.94,REAL
87 (9).jpg,ai,148.94,52.67,0.0713,74.61,450.76,6.37,REAL
87.jpg,ai,110.98,33.02,0.2158,87.60,2006.99,12.83,REAL
870 (10).jpg,ai,130.48,71.56,0.2793,190.26,5579.38,21.10,REAL
870 (2).jpg,ai,90.81,54.08,0.3193,153.65,2559.41,14.82,MAYBE_AI
870 (3).jpg,ai,68.29,37.62,0.0986,100.24,4913.00,18.39,REAL
870 (4).jpg,ai,132.98,49.44,0.2842,143.88,2922.48,14.56,REAL
870 (5).jpg,ai,87.86,38.75,0.2754,102.55,1810.25,11.45,REAL
870 (6).jpg,ai,99.46,47.05,0.2383,108.14,2319.56,12.78,REAL
870 (7).jpg,ai,96.81,55.55,0.2197,191.84,7277.45,23.00,REAL
870 (8).jpg,ai,123.50,78.38,0.2217,168.67,5196.32,19.53,REAL
870 (9).jpg,ai,117.07,56.64,0.1914,133.85,2437.37,15.49,REAL
870.jpg,ai,117.83,63.30,0.2529,151.00,2317.96,14.43,REAL
871 (10).jpg,ai,126.57,57.44,0.2432,139.30,2168.74,13.85,REAL
871 (2).jpg,ai,95.32,38.67,0.2725,126.45,2232.85,14.41,REAL
871 (3).jpg,ai,133.09,18.83,0.0488,37.63,792.53,8.00,REAL
871 (4).jpg,ai,120.88,41.51,0.2227,128.92,3704.55,16.38,REAL
871 (5).jpg,ai,82.19,37.51,0.3057,122.44,3040.70,14.84,MAYBE_AI
871 (6).jpg,ai,112.59,88.95,0.2686,261.16,8131.35,25.54,MAYBE_AI
871 (7).jpg,ai,134.46,38.26,0.1836,123.04,3889.93,17.18,REAL
871 (8).jpg,ai,126.08,74.86,0.3047,203.72,4452.29,20.01,MAYBE_AI
871 (9).jpg,ai,126.88,81.34,0.2207,134.26,3088.65,16.43,REAL
871.jpg,ai,177.30,43.35,0.1016,112.08,5932.95,21.17,REAL
872 (10).jpg,ai,79.39,29.01,0.2578,102.93,2055.54,12.66,REAL
872 (2).jpg,ai,87.18,56.46,0.2529,190.38,4170.99,18.53,REAL
872 (3).jpg,ai,102.12,26.87,0.3711,121.29,5354.98,17.35,MAYBE_AI
872 (4).jpg,ai,99.85,63.65,0.2842,199.26,6352.09,21.75,REAL
872 (5).jpg,ai,67.90,36.51,0.1846,70.23,724.48,7.31,REAL
